,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Address,Cross Street,Location ,Year
62380,1491928,171309516,04/01/2017,04/01/2017,400,13,Newton,1309,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0431 0416,37.0,M,H,101.0,STREET,503.0,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,8TH                          ST,ALAMEDA,"(34.0297, -118.2367)",2017
62399,1491947,171309561,04/02/2017,04/02/2017,100,13,Newton,1377,624,BATTERY - SIMPLE ASSAULT,0913 0416 0417,30.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,53RD                         ST,HOLMES,"(33.9947, -118.2411)",2017
62401,1491949,171309563,04/01/2017,04/01/2017,420,13,Newton,1307,210,ROBBERY,0342 0408 0416 0417 0334 0429 0344 0305 0445 1822,48.0,M,B,108.0,PARKING LOT,308.0,STICK,IC,Invest Cont,OLYMPIC                      BL,CENTRAL                      AV,"(34.032, -118.2441)",2017
62403,1491951,171309565,04/02/2017,04/01/2017,1630,13,Newton,1363,624,BATTERY - SIMPLE ASSAULT,0605 1312 1309 0416 1310,46.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,48TH,AVALON,"(33.9998, -118.2652)",2017
62416,1491964,171309586,04/02/2017,04/02/2017,1430,13,Newton,1352,220,ATTEMPTED ROBBERY,0327 0448 0355 0432 0202 1402,27.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,MAIN                         ST,46TH                         ST,"(34.002, -118.274)",2017
62417,1491965,171309587,04/02/2017,04/02/2017,1155,13,Newton,1391,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0400,19.0,M,B,102.0,SIDEWALK,307.0,VEHICLE,IC,Invest Cont,BROADWAY,71ST                         ST,"(33.9756, -118.2783)",2017
62431,1491979,171309613,04/02/2017,04/02/2017,2020,13,Newton,1343,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0445 0416 0446 1309 1813,50.0,F,B,108.0,PARKING LOT,304.0,CLUB/BAT,IC,Invest Cont,KING                         BL,AVALON                       BL,"(34.0114, -118.2624)",2017
62433,1491981,171309618,04/03/2017,04/03/2017,330,13,Newton,1341,210,ROBBERY,1218 0913 0344 0416,42.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,39TH                         ST,BROADWAY,"(34.0126, -118.278)",2017
62440,1491988,171309631,04/03/2017,04/01/2017,1130,13,Newton,1331,210,ROBBERY,1402 0907 0334 0449 0330 0916 0429 0421 0354 1822,32.0,M,H,101.0,STREET,513.0,STUN GUN,AA,Adult Arrest,31ST                         ST,MAIN                         ST,"(0, 0)",2017
62444,1491992,171309636,04/03/2017,04/03/2017,600,13,Newton,1341,210,ROBBERY,0344 0337 0355 0370 0910 1822 0432,77.0,F,W,128.0,BUS STOP OR LAYOVER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,MARTIN LUTHER KING JR,"(34.0111, -118.2789)",2017
62487,1492035,171309746,04/05/2017,04/04/2017,2345,13,Newton,1307,452,"PICKPOCKET, ATTEMPT",0370 0446 0416,37.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,GLADYS                       ST,7TH                          ST,"(34.0387, -118.2439)",2017
62488,1492036,171309747,04/04/2017,04/04/2017,810,13,Newton,1383,761,BRANDISH WEAPON,0416 0432 0448 1309 0919,49.0,F,H,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,BROADWAY,59TH                         PL,"(33.9851, -118.2783)",2017
62505,1492053,171309796,04/05/2017,04/05/2017,1030,13,Newton,1341,350,"THEFT, PERSON",0344 0346 1008 0400,49.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MARTIN LUTHER KING JR,BROADWAY                     PL,"(34.0111, -118.2784)",2017
62515,1492063,171309808,04/04/2017,04/04/2017,2200,13,Newton,1371,210,ROBBERY,0913 2000 0401 0344 0355 1813,19.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,53RD                         ST,BROADWAY,"(0, 0)",2017
62517,1492065,171309811,04/05/2017,04/05/2017,1145,13,Newton,1345,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0401,22.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,MARTIN LUTHER KING JR,CENTRAL                      AV,"(34.0112, -118.2565)",2017
62520,1492068,171309831,04/06/2017,03/06/2017,133,13,Newton,1342,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1206 2000,23.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,JEFFERSON                    BL,SAN PEDRO                    ST,"(34.0154, -118.2653)",2017
62524,1492072,171309842,04/06/2017,04/06/2017,750,13,Newton,1321,210,ROBBERY,1259 0355 0334 0444 0337 0432 0302 0344 0448 1251,17.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,MAPLE                        AV,23RD                         ST,"(34.0252, -118.2644)",2017
62525,1492073,171309843,04/06/2017,04/06/2017,830,13,Newton,1321,210,ROBBERY,0355 0906 0371 1259 0337 0344 0432 1251,17.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,MAPLE                        ST,23RD                         ST,"(34.0252, -118.2644)",2017
62526,1492074,171309844,04/06/2017,04/06/2017,800,13,Newton,1321,210,ROBBERY,1259 0432 0334 0337 1251,15.0,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,25TH                         ST,MAPLE,"(34.0243, -118.2649)",2017
62539,1492087,171309868,04/06/2017,04/06/2017,1430,13,Newton,1395,210,ROBBERY,1309 0326 0336 0344 0352 1221 0400,30.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SAN PEDRO                    ST,68TH                         ST,"(33.9779, -118.2695)",2017
62541,1492089,171309900,04/06/2017,04/06/2017,1530,13,Newton,1343,210,ROBBERY,0305 0355 0432 0202 1259 1251 0334 0302,15.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,MAPLE                        AV,21ST                         ST,"(34.0114, -118.2624)",2017
62548,1492096,171309878,04/06/2017,04/06/2017,1710,13,Newton,1347,210,ROBBERY,0342 1259 1251 0326 0344 0355 1309 0416,16.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ADAMS,GERALDINE,"(34.0148, -118.2462)",2017
62556,1492104,171309889,04/06/2017,04/06/2017,1500,13,Newton,1323,210,ROBBERY,0371 0432 1402 0344 0906 0334 0302,17.0,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,SAN PEDRO,24TH                         ST,"(34.0233, -118.2602)",2017
62557,1492105,171309890,04/06/2017,04/06/2017,830,13,Newton,1321,210,ROBBERY,0302 0337 0344,17.0,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,23RD                         ST,MAPLE                        AV,"(34.0258, -118.2639)",2017
62580,1492128,171309957,04/08/2017,04/08/2017,20,13,Newton,1346,647,THROWING OBJECT AT MOVING VEHICLE,1310 1240 0400 0329 1307,48.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,CENTRAL                      AV,VERNON,"(34.0039, -118.2565)",2017
62581,1492129,171309958,04/08/2017,04/08/2017,20,13,Newton,1353,647,THROWING OBJECT AT MOVING VEHICLE,1310 0329 1240 0400,30.0,M,H,101.0,STREET,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,CENTRAL                      AV,VERNON,"(34.0039, -118.2565)",2017
62590,1492138,171309969,04/08/2017,04/08/2017,100,13,Newton,1323,210,ROBBERY,0344 1278 0216 0334 0429 0416 1409,53.0,M,O,101.0,STREET,513.0,STUN GUN,IC,Invest Cont,CENTRAL                      AV,22ND                         ST,"(34.0216, -118.2531)",2017
62592,1492140,171309971,04/08/2017,04/08/2017,330,13,Newton,1347,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0305 0416 1309 0342 0371 0906 0429,23.0,M,H,102.0,SIDEWALK,308.0,STICK,IC,Invest Cont,VERNON                       AV,ALAMEDA,"(34.0039, -118.2392)",2017
62598,1492146,171309983,04/08/2017,04/06/2017,2300,13,Newton,1307,210,ROBBERY,0216 0344 0305 0400 0346,56.0,M,B,605.0,AUTOMATED TELLER MACHINE (ATM),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CENTRAL                      AV,8TH                          ST,"(34.0336, -118.2433)",2017
62599,1492147,171309986,04/07/2017,04/07/2017,1845,13,Newton,1353,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0432 0342 0302 0334 0906 0312 0371 1259,17.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,43RD                         ST,MCKINLEY,"(34.0057, -118.2609)",2017
62608,1492156,171310009,04/09/2017,04/09/2017,545,13,Newton,1394,210,ROBBERY,1309 0334 0355 0342 0207 0302 0326 0432 0421 0344,45.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,66TH,MAIN,"(33.9797, -118.2739)",2017
62613,1492161,171310016,04/09/2017,04/09/2017,130,13,Newton,1343,210,ROBBERY,0334 0344 0907 0432 0355 0216 0346,27.0,M,H,101.0,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,MARTIN LUTHER KING JR        BL,AVALON,"(34.0111, -118.2653)",2017
62616,1492164,171310025,04/09/2017,04/09/2017,1500,13,Newton,1307,761,BRANDISH WEAPON,0345 0329 1307 0334 0913,55.0,M,W,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,8TH,CROCKER,"(34.0378, -118.2483)",2017
62619,1492167,171310030,04/08/2017,04/08/2017,1800,13,Newton,1322,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0216 0432 0312 0302,43.0,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,SAN PEDRO,22ND                         ST,"(34.0249, -118.2592)",2017
62632,1492180,171310055,04/09/2017,04/09/2017,1910,13,Newton,1393,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1309 0302 0334 0309 0202 1822 0906,27.0,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,69TH                         ST,MAIN                         ST,"(33.9774, -118.2739)",2017
62639,1492187,171310066,04/09/2017,04/09/2017,1230,13,Newton,1371,624,BATTERY - SIMPLE ASSAULT,0446 0416 2002 2004 0913,25.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,54TH                         ST,BROADWAY,"(33.9933, -118.2783)",2017
62649,1492197,171310083,04/10/2017,04/10/2017,820,13,Newton,1323,220,ATTEMPTED ROBBERY,0432 0370,43.0,F,H,102.0,SIDEWALK,113.0,SIMULATED GUN,IC,Invest Cont,56TH                         ST,BROADWAY,"(34.0219, -118.2571)",2017
62659,1492207,171310105,04/10/2017,04/05/2017,2030,13,Newton,1371,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309,59.0,F,H,102.0,SIDEWALK,107.0,OTHER FIREARM,IC,Invest Cont,54TH                         ST,BROADWAY,"(33.9933, -118.2783)",2017
62662,1492210,171310109,04/10/2017,04/08/2017,1300,13,Newton,1345,761,BRANDISH WEAPON,0334,42.0,F,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,MAPLE                        AV,ADAMS                        BL,"(34.0104, -118.2535)",2017
62665,1492213,171310112,04/10/2017,04/10/2017,1345,13,Newton,1394,624,BATTERY - SIMPLE ASSAULT,0913 0416 1309,56.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,68TH                         ST,SAN PEDRO                    ST,"(33.9779, -118.2695)",2017
62672,1492220,171310122,04/10/2017,04/10/2017,1530,13,Newton,1353,220,ATTEMPTED ROBBERY,0906 0411 0416 1309 0355 0334 0913 1251 1259,15.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,45TH                         ST,WADSWORTH,"(34.0029, -118.2591)",2017
62674,1492222,171310124,04/10/2017,04/08/2017,1900,13,Newton,1333,350,"THEFT, PERSON",0344 0346,38.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SAN PEDRO,32ND                         ST,"(34.017, -118.2643)",2017
62689,1492237,171310159,04/11/2017,04/11/2017,1100,13,Newton,1363,210,ROBBERY,0344 0355 0305 0411 0906,21.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,51ST                         ST,AVALON                       BL,"(33.9966, -118.2652)",2017
62690,1492238,171310167,04/11/2017,04/11/2017,1430,13,Newton,1341,210,ROBBERY,0336 0344 1221 0352 0355 1402,58.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,JEFFERSON                    ST,MAIN                         ST,"(34.0187, -118.2726)",2017
62703,1492251,171310187,04/11/2017,04/11/2017,1930,13,Newton,1324,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 0445,34.0,M,H,101.0,STREET,212.0,BOTTLE,IC,Invest Cont,HOOPER                       ST,23RD                         ST,"(0, 0)",2017
62704,1492252,171310194,04/10/2017,04/09/2017,800,13,Newton,1331,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2004 1218 2000 1814 0408,23.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,31ST                         ST,MAIN                         ST,"(34.021, -118.2712)",2017
62711,1492259,171310206,04/11/2017,04/11/2017,545,13,Newton,1307,210,ROBBERY,0337 0416 0448,39.0,F,B,101.0,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,8TH                          ST,TOWNE                        AV,"(34.0371, -118.2475)",2017
62715,1492263,171310235,04/12/2017,04/12/2017,300,13,Newton,1317,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 1814 0444 1309 0416 2000 0913,41.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,HOOPER,17TH                         ST,"(34.0235, -118.2448)",2017
62717,1492265,171310248,04/12/2017,04/12/2017,1155,13,Newton,1352,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,39.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,SAN PEDRO                    ST,43RD                         ST,"(34.0057, -118.2696)",2017
62722,1492270,171310272,04/12/2017,04/12/2017,2330,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,0416,16.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WADSWORTH                    AV,32ND                         ST,"(34.0138, -118.259)",2017
62750,1492298,171310335,04/13/2017,04/13/2017,1230,13,Newton,1381,210,ROBBERY,0344 0444 1309 0416 0334 0352 1221 0319 0336 0326,29.0,F,B,102.0,SIDEWALK,513.0,STUN GUN,IC,Invest Cont,OLIVE,59TH                         PL,"(33.986, -118.2794)",2017
62753,1492301,171310338,04/13/2017,04/13/2017,1900,13,Newton,1346,624,BATTERY - SIMPLE ASSAULT,0416 0429 0417 1202 2004 0913 1218,65.0,M,B,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,ZAMORA,42ND                         PL,"(34.006, -118.2513)",2017
62755,1492303,171310340,04/12/2017,04/12/2017,1935,13,Newton,1303,813,CHILD ANNOYING (17YRS & UNDER),0528 0529 0536 1906 1258 1251 0545,12.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,PICO,MAPLE                        AV,"(34.0342, -118.2564)",2017
62767,1492315,171310364,03/06/2017,03/06/2017,1700,13,Newton,1346,761,BRANDISH WEAPON,0334 0432,45.0,F,B,108.0,PARKING LOT,304.0,CLUB/BAT,IC,Invest Cont,CENTRAL                      AV,43RD                         ST,"(34.0058, -118.2565)",2017
62775,1492323,171310376,04/14/2017,04/14/2017,1815,13,Newton,1365,220,ATTEMPTED ROBBERY,1309 0342 0416 1259 1251 0371 0906 0374,16.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,46TH                         ST,ASCOT,"(34.0021, -118.2499)",2017
62790,1492338,171310410,04/14/2017,04/14/2017,740,13,Newton,1352,210,ROBBERY,1309 0344 2000 1814 0913 0355 1240 1310 0432,24.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,43RD,AVALON,"(34.0057, -118.2652)",2017
62792,1492340,171310422,04/15/2017,04/15/2017,1320,13,Newton,1309,210,ROBBERY,1310 1240 0302 0334 0432 1311 0344 0330 0916,45.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,11TH                         ST,MATEO                        ST,"(34.0235, -118.2318)",2017
62796,1492344,171310440,04/15/2017,04/14/2017,520,13,Newton,1313,220,ATTEMPTED ROBBERY,0444 0429 0529 0319 0369 0216,45.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,GRIFFITH                     AV,WASHINGTON                   BL,"(34.025, -118.2542)",2017
62797,1492345,171310441,04/15/2017,04/15/2017,800,13,Newton,1331,210,ROBBERY,1259 1251 0334 0432 0420 0370 0344 0355,17.0,M,H,101.0,STREET,113.0,SIMULATED GUN,IC,Invest Cont,SANTA MONICA                 FY,30TH                         ST,"(34.0223, -118.2719)",2017
62804,1492352,171310450,04/16/2017,04/16/2017,230,13,Newton,1323,210,ROBBERY,1402 1310 0330 0344 0432 0913 0302 0355 1206 0216,38.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,22ND                         ST,CENTRAL                      AV,"(34.0221, -118.2527)",2017
62815,1492363,171310470,04/16/2017,04/15/2017,1900,13,Newton,1383,210,ROBBERY,1218 0344 0416 0429 0417 0352 1221,42.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,61ST                         ST,BROADWAY,"(33.9842, -118.2783)",2017
62824,1492372,171310487,04/16/2017,04/16/2017,1000,13,Newton,1375,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 1243 1813,44.0,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,58TH                         ST,CENTRAL                      AV,"(33.9902, -118.2564)",2017
62828,1492376,171310491,04/16/2017,04/16/2017,2300,13,Newton,1317,210,ROBBERY,0916 0330 1302 0446 0416 1310 0432 0202 0443 0344,24.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,HOOPER,12TH                         ST,"(34.0277, -118.2423)",2017
62831,1492379,171310498,04/16/2017,04/16/2017,1600,13,Newton,1383,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1821 1243 0305 0319,52.0,F,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,61ST                         ST,BROADWAY,"(33.9842, -118.2783)",2017
62836,1492384,171310509,04/17/2017,04/14/2017,1300,13,Newton,1385,210,ROBBERY,0906 0432 0334 0344,33.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,61ST                         ST,SAN PEDRO                    ST,"(33.9843, -118.2674)",2017
62842,1492390,171310522,04/17/2017,04/17/2017,130,13,Newton,1362,624,BATTERY - SIMPLE ASSAULT,0342 0416 0305,23.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,SAN PEDRO                    ST,49TH                         ST,"(33.9984, -118.2696)",2017
62843,1492391,171310523,04/17/2017,04/17/2017,1415,13,Newton,1365,350,"THEFT, PERSON",0336 0346 0344 1221 0352 0448,15.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ASCOT,46TH                         ST,"(34.0021, -118.2499)",2017
62847,1492395,171310533,04/17/2017,04/17/2017,1440,13,Newton,1331,210,ROBBERY,0913 0344,13.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,30TH                         ST,MAIN                         ST,"(34.0223, -118.2718)",2017
62857,1492405,171310547,04/17/2017,04/17/2017,1400,13,Newton,1323,210,ROBBERY,1019 0344 0446 0416 0913,34.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ADAMS                        BL,SAN PEDRO                    ST,"(34.0208, -118.2595)",2017
62864,1492412,171310555,04/17/2017,04/17/2017,1300,13,Newton,1346,210,ROBBERY,1309 1313 0344 0355 0416 0429 0352 0207,18.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,VERNON                       AV,AVALON                       BL,"(34.006, -118.2513)",2017
62868,1492416,171310562,04/17/2017,04/17/2017,1400,13,Newton,1362,624,BATTERY - SIMPLE ASSAULT,0913 0416,47.0,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,51ST                         ST,TOWNE                        AV,"(33.9966, -118.2674)",2017
62884,1492432,171310596,04/18/2017,04/18/2017,2220,13,Newton,1385,210,ROBBERY,0334 0312 0337 1017 0344 1310,20.0,M,H,101.0,STREET,101.0,REVOLVER,AO,Adult Other,59TH                         PL,WALL                         ST,"(33.9857, -118.2628)",2017
62886,1492434,171310603,04/18/2017,04/18/2017,1845,13,Newton,1346,210,ROBBERY,1258 1824 0906 0346 0344 0337,12.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,41ST                         ST,COMPTON                      AV,"(34.0091, -118.2506)",2017
62887,1492435,171310605,04/18/2017,04/18/2017,2105,13,Newton,1385,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309 1407 0430 0302 0334 0906,42.0,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,62ND                         ST,SAN PEDRO                    ST,"(33.9834, -118.2695)",2017
62891,1492439,171310612,04/18/2017,04/18/2017,1330,13,Newton,1347,210,ROBBERY,0906 0337 0344,15.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,33RD                         ST,COMPTON                      AV,"(34.0121, -118.2489)",2017
62915,1492463,171310665,04/19/2017,04/15/2017,1500,13,Newton,1365,624,BATTERY - SIMPLE ASSAULT,0371 0416 0429,28.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,50TH,HOOPER,"(33.9975, -118.2521)",2017
62917,1492465,171310667,04/19/2017,04/19/2017,1230,13,Newton,1345,210,ROBBERY,0355 0344 0448,38.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,41ST                         ST,HOOPER                       AV,"(34.0091, -118.2521)",2017
62923,1492471,171310678,04/19/2017,04/19/2017,2300,13,Newton,1313,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1259 1251 0216 0913 1309 0416 0334 0411,17.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,POMONA                       FY,SAN PEDRO,"(34.0286, -118.2545)",2017
62937,1492485,171310721,04/20/2017,04/18/2017,2300,13,Newton,1321,210,ROBBERY,0344 0355 0429,28.0,F,B,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WASHINGTON                   BL,FLOWER,"(34.0338, -118.2708)",2017
62940,1492488,171310726,04/20/2017,04/20/2017,2245,13,Newton,1373,220,ATTEMPTED ROBBERY,0334 0302 0337 0432 0345 0305 0355,52.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,55TH,CENTRAL,"(33.9925, -118.2564)",2017
62960,1492508,171310791,04/21/2017,04/21/2017,2115,13,Newton,1365,210,ROBBERY,0344 0355 0302 0334 0432,49.0,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,ASCOT,47TH                         ST,"(34.0011, -118.2499)",2017
62964,1492512,171310799,04/21/2017,04/21/2017,1855,13,Newton,1363,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0371 0416 0429 0906 0342 1822,23.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,51ST                         ST,AVALON                       BL,"(33.9966, -118.2652)",2017
62965,1492513,171310802,04/21/2017,04/21/2017,1330,13,Newton,1341,210,ROBBERY,0352 1221 0344 0432 0336,46.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MARTIN LUTHER KING JR        BL,HILL                         ST,"(34.0111, -118.2804)",2017
62967,1492515,171310804,04/21/2017,04/21/2017,2130,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0432 1218 2004,40.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,STANFORD,"(34.039, -118.2444)",2017
62988,1492536,171310839,04/22/2017,04/22/2017,1630,13,Newton,1365,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0416 0305 0448 0419 0444 2004,20.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,45TH                         ST,CENTRAL                      AV,"(33.9994, -118.2499)",2017
